X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,Y
0.421071175,0.199748035,0.315416306,0.040612511,0.962674958,0.86952114,0.404902576,0.622969317,0.698195317,0.675825967,0.661284544,0.85042396,0.982375621,0.036728581,0.75466904,0.75815741,0.492185404,0.661247622,0.65075344,0.618749492,0.268982806,0.804023816,0.122762115,0.465803881,0.008528059,0.381487875,0.780952997,0.919352259,0.357886151,0.532934504,0.003041014,0.01320133,0.233009475,0.04909104,0.220932041,0.803434727,0.00578277,0.262635355,0.930958012,0.204568687,0.275631789,0.8815884,0.530447375,0.896813871,0.852227146,1
0.042215084,0.693277647,0.999108785,0.438176218,0.871033027,0.311273455,0.180630304,0.340231016,0.53686211,0.222032394,0.831115771,0.445131616,0.340893442,0.396189525,0.874574609,0.630277342,0.092527015,0.390542091,0.349692519,0.442399933,0.266595734,0.710323157,0.423754066,0.889864212,0.605475893,0.732054513,0.354630337,0.29976158,0.27102349,0.229726653,0.46284076,0.676271588,0.482099085,0.984488722,0.921322504,0.314970625,0.16579035,0.932478962,0.101121133,0.802874979,0.012331572,0.197367826,0.370333785,0.394486908,0.196526242,1
0.742583115,0.645463063,0.573355103,0.902213868,0.915231305,0.115990818,0.88355617,0.58085948,0.899441566,0.78060042,0.07084907,0.727171036,0.291013507,0.539300965,0.893676126,0.365638929,0.535077436,0.957046673,0.500611011,0.815586255,0.346725764,0.441183288,0.122972165,0.39532184,0.083530535,0.48071147,0.607352024,0.955043742,0.657050992,0.273668156,0.118088798,0.940654621,0.20784647,0.017240825,0.180455981,0.124450496,0.766311201,0.230095842,0.628185171,0.571940464,0.034915611,0.664161968,0.947932562,0.155422493,0.22650779,1
0.574445839,0.616186882,0.971136772,0.985409646,0.919866855,0.729358628,0.43317341,0.90554879,0.680905558,0.740898249,0.114112211,0.847888743,0.090272578,0.438531475,0.189868042,0.549993736,0.861369164,0.674546098,0.521794979,0.7949232,0.972894076,0.799699624,0.371296509,0.945913206,0.525502905,0.520790357,0.325490652,0.785700984,0.320991665,0.620969373,0.843841731,0.779669927,0.572222266,0.175652948,0.134547445,0.469749012,0.718851046,0.529018593,0.249465416,0.942953064,0.808949328,0.12518929,0.695572562,0.307192886,0.560351192,1
0.376944203,0.956827773,0.493908173,0.789532673,0.58230768,0.765847797,0.614048312,0.898501503,0.653845055,0.630339162,0.944666888,0.570765083,0.252109109,0.153402985,0.605426244,0.00788966,0.348410371,0.533287422,0.40448319,0.81721486,0.996639629,0.287224211,0.728288064,0.75872487,0.195350494,0.600232895,0.811582355,0.05242638,0.723700585,0.624549345,0.483314519,0.608106384,0.811819061,0.387514673,0.325992857,0.497670914,0.943301571,0.509825393,0.112978218,0.590292559,0.66510511,0.755482624,0.548182348,0.973558766,0.407153364,1
0.995978677,0.294937085,0.056465268,0.080216383,0.042546882,0.544807557,0.184998881,0.157857416,0.179134051,0.373583842,0.021177901,0.356736984,0.792363048,0.432975836,0.643335247,0.620790998,0.177199409,0.512123276,0.664588942,0.872448475,0.527046485,0.419334413,0.540363023,0.755427663,0.854733592,0.36932403,0.162546642,0.392736901,0.519886558,0.076955002,0.151592619,0.909187107,0.043659116,0.919248708,0.816289233,0.306346972,0.130517426,0.640673535,0.254670835,0.686020959,0.582653153,0.067634404,0.874958765,0.634107443,0.097267787,0
0.35173801,0.685178491,0.835538151,0.458424921,0.81576292,0.796687574,0.491822746,0.513672564,0.836633974,0.499248475,0.849920018,0.63502791,0.438640312,0.145149056,0.498024729,0.1717941,0.731982151,0.232367577,0.865188367,0.94954055,0.203587535,0.206704013,0.93532681,0.285045422,0.76287963,0.489150594,0.059055505,0.846888428,0.412922963,0.362806709,0.885956248,0.841030102,0.746244697,0.185799643,0.287937459,0.516737531,0.792932718,0.337168268,0.170287918,0.995008681,0.153682878,0.423362364,0.466244246,0.071342196,0.503444993,1
0.750546555,0.317350301,0.589667894,0.40310533,0.8495815,0.406923233,0.618723574,0.357554344,0.731957265,0.258467044,0.124678084,0.516968139,0.989278241,0.236098505,0.304140058,0.565141928,0.269700273,0.356101626,0.549907349,0.340700696,0.872813731,0.36773389,0.821400726,0.621089381,0.016696717,0.898936181,0.34797001,0.664140593,0.050715199,0.554659483,0.913503029,0.625312321,0.987531884,0.241998345,0.102616072,0.986852672,0.488718224,0.88697756,0.298944027,0.060128435,0.118773175,0.694405514,0.215483127,0.435211173,0.778476487,1
0.803009459,0.230204639,0.84415806,0.833527233,0.418403833,0.463304052,0.552475468,0.840347004,0.364616986,0.924318113,0.021683107,0.160437557,0.283795468,0.285415019,0.247663871,0.58374133,0.878436794,0.461449632,0.080146509,0.05362885,0.230999214,0.549600139,0.262669645,0.162163626,0.879276521,0.888108982,0.186592299,0.491529314,0.880178277,0.666876497,0.954622322,0.70434896,0.41035695,0.582732328,0.726927635,0.103495234,0.948247352,0.307924325,0.655474548,0.331423055,0.311143028,0.829925332,0.796887088,0.753900129,0.639347314,0
0.773428435,0.808078213,0.04797972,0.50465354,0.07314924,0.660038568,0.920005225,0.315998599,0.484264201,0.655887506,0.106654089,0.929161003,0.610034862,0.33704279,0.458273749,0.016102997,0.938409239,0.011781488,0.74791443,0.72826931,0.379650411,0.074301875,0.223617694,0.699700271,0.162039471,0.694527157,0.352157336,0.358119057,0.64383364,0.403326226,0.991057979,0.457257292,0.10849262,0.244969424,0.543621857,0.825762055,0.529350816,0.187244087,0.415435451,0.605881324,0.378350396,0.057033211,0.144437029,0.129547692,0.834574562,1
0.520215021,0.749706401,0.990377873,0.619392944,0.626217054,0.588132688,0.033886,0.869185262,0.587942735,0.591204286,0.676017141,0.063459405,0.636075143,0.469491593,0.748993927,0.25949793,0.123103715,0.958357165,0.91204503,0.492803885,0.796339964,0.210230673,0.396451931,0.412714377,0.899808652,0.183785643,0.473712631,0.063575106,0.222401862,0.721555762,0.726454821,0.108095337,0.825369678,0.359200203,0.348331767,0.166960442,0.770504661,0.409359868,0.416565956,0.960370532,0.25825564,0.701122253,0.646560011,0.252525544,0.141134041,1
0.365458955,0.992417798,0.13027517,0.298538561,0.422953515,0.811614289,0.100549529,0.749064821,0.13788118,0.813069662,0.796897281,0.996958508,0.328516118,0.608179956,0.392063277,0.388211435,0.210097079,0.724753848,0.684247973,0.129245608,0.372312157,0.229755513,0.395278277,0.97317111,0.202073902,0.190088923,0.271888106,0.185005355,0.471336573,0.042826276,0.16508349,0.343029144,0.221125321,0.333730627,0.036293962,0.032847019,0.3040903,0.188553701,0.77406762,0.548606026,0.763222324,0.688983555,0.538360948,0.528948,0.305496576,1
0.611948778,0.978853341,0.894992915,0.964595587,0.629449806,0.951326507,0.53340297,0.134561382,0.244481888,0.631003918,0.427218773,0.719657305,0.768247991,0.805816735,0.810820069,0.04810235,0.968677817,0.884585197,0.327732345,0.04166717,0.211445852,0.580671302,0.282538017,0.773541252,0.006548313,0.869770842,0.698457539,0.042767123,0.683279936,0.76713388,0.374468391,0.915181763,0.54155153,0.498834909,0.285807641,0.125937922,0.310298191,0.178906388,0.635613785,0.791547204,0.164944919,0.556500232,0.591329018,0.937953008,0.603095495,1
0.390017989,0.592901891,0.840404932,0.648798704,0.762810549,0.681510301,0.096327527,0.295068088,0.462755477,0.910154802,0.773823969,0.282069327,0.024926505,0.931408918,0.664538192,0.425985011,0.880752502,0.913906214,0.182534581,0.109516392,0.870394469,0.3614214,0.791285733,0.868959879,0.977577564,0.339330312,0.273814949,0.169341602,0.870235581,0.548217638,0.90344371,0.020672278,0.495314066,0.309431382,0.92231817,0.715718575,0.395638731,0.129962539,0.734578557,0.723310685,0.078743163,0.546511964,0.658452103,0.253279543,0.921667374,1
0.424371471,0.28113365,0.039863439,0.144495199,0.09117339,0.562546515,0.823178208,0.868135827,0.823490494,0.524736091,0.03714815,0.227614348,0.943684133,0.497959578,0.254282318,0.053179574,0.276063742,0.801500049,0.971088789,0.297686819,0.277215015,0.239390025,0.88110545,0.574239344,0.880114004,0.706602949,0.502526755,0.722898292,0.994795821,0.092751088,0.478519323,0.658432202,0.58084607,0.474478229,0.571833772,0.129429546,0.496361629,0.170167925,0.150574787,0.187607125,0.491292338,0.536667492,0.753692029,0.52846045,0.725484621,1
0.997365955,0.533520648,0.271831162,0.683254899,0.941444357,0.720644062,0.250470519,0.664914031,0.041326821,0.019460905,0.096247871,0.721797699,0.407224655,0.639037602,0.628085418,0.698156978,0.054259771,0.180960585,0.21555849,0.186669142,0.293725997,0.730166931,0.324643181,0.882530172,0.03786137,0.510818002,0.545665803,0.606895648,0.591261582,0.204978044,0.329795826,0.963061692,0.886386822,0.635720979,0.882198561,0.310891184,0.458024524,0.150845609,0.306133994,0.263310145,0.484108385,0.969078557,0.984788246,0.713651301,0.431281853,1
0.58301782,0.593555452,0.839351833,0.17545298,0.187512775,0.803761725,0.851691939,0.396124069,0.552198292,0.916143236,0.09826092,0.251566082,0.156972016,0.64502952,0.387850299,0.510336782,0.350852259,0.898589768,0.799909668,0.725279114,0.922844511,0.299136165,0.189423848,0.463051651,0.202374241,0.786380752,0.693176894,0.033244261,0.611521079,0.323969773,0.957703585,0.547045512,0.325493886,0.514089636,0.01538211,0.814224675,0.472068389,0.030776847,0.038454304,0.567927198,0.001746846,0.231164959,0.534681021,0.565226337,0.185275332,0
0.983940056,0.140124747,0.881917342,0.768302762,0.890995744,0.770556901,0.314832245,0.777270682,0.104128744,0.593677802,0.21434025,0.048627471,0.025942109,0.715143084,0.370399762,0.225779709,0.382774423,0.862732355,0.774783415,0.884100569,0.603321144,0.636114376,0.073299277,0.060881607,0.729778715,0.539037603,0.873655358,0.987792244,0.672451257,0.896404516,0.257768688,0.052359957,0.895409812,0.871251116,0.50352549,0.679296092,0.763614671,0.724168011,0.633037714,0.806149665,0.252644843,0.398736717,0.256549915,0.90397244,0.962155326,0
0.324799915,0.269727625,0.433584042,0.765977852,0.866672457,0.188447001,0.079558177,0.838935278,0.63702492,0.125908261,0.185067032,0.646414169,0.1273018,0.871203505,0.023563251,0.473281252,0.565591605,0.524481929,0.793484873,0.185395259,0.4630849,0.561293846,0.337067932,0.591026675,0.371546263,0.906688661,0.51430139,0.28133073,0.662892243,0.51354776,0.895910761,0.251102929,0.109167821,0.69273952,0.663707884,0.355367368,0.035228169,0.20168301,0.591646977,0.544340697,0.650771992,0.14159813,0.259925882,0.983139062,0.312758662,0
0.854882976,0.947202102,0.503360648,0.580868109,0.558458234,0.229575095,0.562506778,0.456303961,0.635011662,0.677441227,0.506309195,0.693014565,0.042604496,0.011993956,0.475907611,0.542242497,0.886613985,0.731704338,0.547140667,0.880073125,0.635234887,0.815565009,0.042031893,0.977958525,0.763673818,0.11520697,0.197070316,0.173096004,0.390275631,0.09749661,0.633325919,0.614791009,0.648938914,0.293183802,0.417620415,0.468008793,0.792573238,0.475550821,0.237304285,0.722681246,0.442458196,0.70844624,0.193175478,0.02327835,0.052075146,0
0.014314474,0.320382061,0.378859508,0.042945461,0.531571929,0.272088513,0.013653831,0.007746832,0.14262742,0.054378287,0.448210107,0.65162944,0.736610751,0.885950198,0.367877829,0.265253479,0.443060417,0.512507272,0.894278778,0.892259318,0.090987489,0.517780019,0.820853172,0.151600383,0.742828852,0.78026242,0.329504027,0.191987625,0.424669181,0.618151039,0.301455588,0.880518123,0.826078751,0.182224057,0.263917661,0.773935686,0.455466888,0.714898051,0.428022803,0.078052098,0.688066944,0.391439806,0.612956041,0.956476163,0.944057042,1
0.072628523,0.519144924,0.923120388,0.789789369,0.423847178,0.883332638,0.071158312,0.257747057,0.440674082,0.139369767,0.916985022,0.194744854,0.887623909,0.560405666,0.26750823,0.476837615,0.268700135,0.372811229,0.926391528,0.387858893,0.332574635,0.135996168,0.386836807,0.41917304,0.595043028,0.343702707,0.385141651,0.683925416,0.953691038,0.480950638,0.12766582,0.616546625,0.316410798,0.993203279,0.726555823,0.45854044,0.266765364,0.934682784,0.759430749,0.002244027,0.426678179,0.278047115,0.440930885,0.03496099,0.073981562,1
0.512692413,0.796045893,0.163833713,0.0286811,0.180853934,0.063105454,0.917509271,0.059767104,0.429855352,0.621867804,0.20330484,0.110365669,0.955033894,0.761673009,0.037931274,0.259178066,0.692348776,0.883403896,0.984195132,0.65838185,0.802170473,0.76962999,0.37524625,0.813487125,0.407865924,0.505165223,0.370529771,0.625791963,0.967691048,0.900214894,0.334394971,0.301161576,0.523403873,0.815350884,0.8211353,0.855497408,0.805098716,0.484178751,0.128184663,0.252211928,0.616147395,0.197770065,0.776513546,0.306015906,0.219346658,1
0.01375258,0.733122819,0.369152612,0.503545018,0.174896868,0.993752292,0.891745566,0.931459452,0.467273242,0.295641779,0.098845259,0.48281641,0.592820364,0.116114288,0.619181118,0.337929426,0.593855506,0.803979418,0.938937507,0.936371199,0.014509016,0.324647468,0.817735217,0.394004036,0.544564345,0.233885414,0.588865024,0.523468443,0.574382872,0.736370497,0.614297471,0.319932739,0.957954371,0.658727417,0.433896861,0.302717599,0.220957074,0.721005678,0.954077461,0.711382434,0.760927375,0.595570761,0.505890047,0.781320185,0.322923687,1
0.508712574,0.151793621,0.162408963,0.689163844,0.590309246,0.122941721,0.144992949,0.215845253,0.843314587,0.428385943,0.270046769,0.340332412,0.466935786,0.904931167,0.675094291,0.196315367,0.886106441,0.069330269,0.686412955,0.633291294,0.555064699,0.177933218,0.010961253,0.125866738,0.597868687,0.122460455,0.523572251,0.726887414,0.117016759,0.440477497,0.898868576,0.956489374,0.364450513,0.796034011,0.297950935,0.369474707,0.349266849,0.688825458,0.442169801,0.969254795,0.473229008,0.060062974,0.596773812,0.337282802,0.977224892,1
0.769596579,0.977701709,0.236181135,0.202874402,0.959101632,0.855761854,0.99835876,0.100206011,0.233275279,0.294777856,0.514924973,0.546377905,0.717297933,0.992761387,0.976108799,0.072577515,0.53204206,0.270446466,0.455955722,0.625446136,0.004172267,0.421402276,0.43154303,0.814315953,0.437406554,0.730542941,0.392345072,0.368222552,0.786340843,0.055472466,0.327096845,0.29470195,0.589803654,0.117041233,0.318887062,0.93471331,0.376779442,0.79083463,0.18885987,0.816312703,0.658855795,0.952781339,0.024687434,0.255389337,0.970748293,1
0.129901924,0.270398769,0.020028026,0.236042513,0.131827858,0.044547946,0.643349618,0.607679654,0.447650416,0.28413621,0.777403744,0.138811683,0.940558781,0.535544826,0.4398287,0.508894053,0.681375514,0.812476731,0.441907311,0.058656196,0.400640574,0.360034842,0.000517131,0.52533105,0.273809633,0.132319016,0.093199041,0.11001396,0.417307678,0.377600173,0.576056104,0.230964577,0.870962819,0.894963245,0.117105883,0.365786101,0.288778148,0.775959691,0.331436016,0.644829835,0.789400697,0.354797146,0.653493322,0.63962066,0.442965803,1
0.530894091,0.703621942,0.294235829,0.989894798,0.572937536,0.716227943,0.517660999,0.614426376,0.910521231,0.015725428,0.474516711,0.54649509,0.73583875,0.588646372,0.206924229,0.65016366,0.190480207,0.567072356,0.617349455,0.67027549,0.305183191,0.187063882,0.972990634,0.827540961,0.403081812,0.440889867,0.354992023,0.360126093,0.88649652,0.414958517,0.066507392,0.198330395,0.461583147,0.596976828,0.383269078,0.863751573,0.670415531,0.523165984,0.610875867,0.920682577,0.430189955,0.349026464,0.321360572,0.052601118,0.418256097,1
0.984850449,0.78026174,0.258420539,0.456310039,0.194014177,0.404593264,0.7061573,0.428852466,0.569990273,0.615572687,0.751316492,0.489672836,0.986835727,0.012888605,0.812964619,0.701936607,0.686568701,0.546584617,0.326341898,0.93211286,0.138393348,0.462301122,0.075179365,0.795238204,0.983319856,0.248167059,0.223548367,0.612764891,0.306903683,0.301811512,0.241320438,0.891606162,0.130415797,0.726782565,0.869334971,0.558208293,0.20960797,0.666066017,0.568818572,0.927557418,0.21219123,0.863712979,0.945253887,0.951073038,0.755068748,1
0.72343062,0.998952025,0.542536823,0.421495081,0.053441673,0.623613794,0.827368437,0.488377578,0.533645122,0.442585757,0.136990157,0.473890017,0.843560603,0.44692191,0.171998144,0.732736764,0.883246685,0.359838736,0.498219405,0.298863752,0.311005341,0.436087471,0.810268093,0.86678961,0.198071882,0.34508194,0.771232801,0.933828243,0.511752381,0.24961018,0.625740194,0.130929546,0.096704763,0.740562804,0.192502005,0.675250793,0.880994323,0.987366636,0.658241825,0.662205695,0.726277562,0.201269319,0.484221101,0.055725371,0.517546365,1
0.599049776,0.408847596,0.568314657,0.353735323,0.20512269,0.71518951,0.123576754,0.989974759,0.655421503,0.195175845,0.848810811,0.45336084,0.047245814,0.170637766,0.026537598,0.55752679,0.49990172,0.256845163,0.281986359,0.25852112,0.964158007,0.596910285,0.528750735,0.477467353,0.440049998,0.653604793,0.976380629,0.482492695,0.956837153,0.705702027,0.876420001,0.927514043,0.617219304,0.418435385,0.232254987,0.493443482,0.160617616,0.561304016,0.779433972,0.480011763,0.429665684,0.2960419,0.652585646,0.112236837,0.403630172,0
0.409449444,0.343801162,0.183465672,0.099418661,0.313044388,0.208000314,0.85635287,0.348674797,0.708182554,0.887082114,0.983064281,0.405833537,0.237308911,0.327681824,0.684679684,0.083583796,0.707920943,0.497202362,0.054223616,0.822914578,0.82797018,0.594639322,0.206558745,0.867898159,0.50458988,0.726988528,0.032827977,0.376352836,0.517320466,0.794958949,0.140411351,0.459859565,0.797363926,0.556207257,0.826477394,0.437208894,0.571547533,0.361668918,0.057815703,0.768767267,0.029921787,0.745790313,0.367089946,0.333385203,0.354870252,0
0.215810431,0.478179635,0.903268564,0.863830564,0.030269887,0.317061771,0.675660853,0.07415446,0.797440764,0.473694014,0.692431652,0.62999074,0.628772986,0.87492731,0.879128347,0.562977396,0.565771538,0.738428099,0.641503031,0.208596167,0.047099488,0.925875744,0.492416593,0.161997091,0.515791015,0.736377161,0.050282744,0.618449327,0.169060523,0.13291276,0.219990827,0.552983916,0.439957711,0.642949385,0.599781091,0.300753189,0.102461887,0.241483674,0.880790133,0.792211468,0.38612589,0.248916699,0.956948026,0.332512034,0.458133503,1
0.744287649,0.770384453,0.136972893,0.346218625,0.048943803,0.541702876,0.335666553,0.664407639,0.259370375,0.63791581,0.568146585,0.514670453,0.650460947,0.826116703,0.105980501,0.605274012,0.011959104,0.821054083,0.077927981,0.690504312,0.968518603,0.669141831,0.323957109,0.75644474,0.89290458,0.567356506,0.972606825,0.325769625,0.324530039,0.51806939,0.983030371,0.870438151,0.410126967,0.548385017,0.368210695,0.750115682,0.026361537,0.606583755,0.974604274,0.173988735,0.392274261,0.679049497,0.849747196,0.252633395,0.449485568,1
0.110371197,0.655108741,0.155924641,0.183293659,0.276429016,0.419268822,0.089949538,0.410725331,0.085609098,0.326298941,0.654972376,0.249126598,0.698828021,0.29335244,0.970731176,0.652946495,0.504954453,0.826029263,0.577998641,0.803094009,0.688128438,0.851405241,0.224046313,0.164598529,0.85085372,0.400168658,0.169365914,0.690645624,0.990000864,0.706704141,0.287757412,0.527095519,0.102737142,0.460908379,0.964969735,0.647684908,0.360403543,0.847211458,0.079174045,0.088226335,0.238552348,0.562051981,0.143610976,0.634641103,0.183474266,1
0.562149277,0.848460553,0.070228909,0.648067148,0.577682113,0.824238937,0.865649133,0.842260408,0.052577414,0.546055851,0.228819721,0.969990068,0.208715539,0.02069536,0.550007947,0.900607342,0.757747509,0.264839461,0.684975176,0.271413838,0.574617239,0.023886872,0.85385503,0.980345174,0.63524313,0.331113689,0.968224488,0.981286743,0.076036328,0.720755707,0.285568003,0.028436104,0.61824156,0.413105234,0.618332692,0.075114965,0.526522164,0.020256883,0.637359488,0.006485179,0.829566278,0.827455237,0.332497523,0.779688812,0.326999991,0
0.598912769,0.232186436,0.642307015,0.605740909,0.342448365,0.74096196,0.369517983,0.732521245,0.048817011,0.564065833,0.088247939,0.414404555,0.595134546,0.141146094,0.578420898,0.599347122,0.964815076,0.105187968,0.829512715,0.697648263,0.648014868,0.712653647,0.390720254,0.967871908,0.035422869,0.88861772,0.687431308,0.207561343,0.169598431,0.951010737,0.096877415,0.18155225,0.448507134,0.525807773,0.174597498,0.117340934,0.501867051,0.622375515,0.562141325,0.74183338,0.942330052,0.857333896,0.674068881,0.177048995,0.119164139,1
